"time","Austria","Belgium","Czechia","France","Germany","Hungary","Italy","Luxembourg","Netherlands","Poland","Slovakia","Spain"
"2011_34",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2011_35",0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"2011_36",0,0,NA,NA,0,NA,NA,NA,0,0,0,NA
"2011_37",0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA
"2011_38",0,0,NA,NA,0,NA,NA,NA,0,0,NA,NA
"2011_39",0,0,NA,NA,0,NA,NA,NA,0,0,0,NA
"2011_40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012_40",0,0,0,0,0,0,NA,NA,0,0,0,0
"2012_41",0,0,0,NA,0,0,NA,NA,0,NA,0,0
"2012_42",0,0,NA,29.1616522388217,0,0,NA,0,0,NA,151.85986531141,0
"2012_43",0,0,0,0,126.884216207071,0,NA,0,56.8015704764216,0,0,0
"2012_44",0,0,0,22.2701617728997,0,0,NA,0,0,0,0,0
"2012_45",0,44.2730194049459,NA,30.0797488738014,0,0,NA,0,20.2927823955459,NA,NA,NA
"2012_46",0,0,219.532320506882,22.785612328325,0,0,26.6267044878489,0,0,NA,0,0
"2012_47",0,0,0,48.1794391142201,0,0,30.4669830000397,0,0,NA,0,0
"2012_48",0,0,NA,50.0393710470089,208.35421747306,0,0,0,20.2396400548168,0,0,0
"2012_49",0,100.105004467341,0,100.963374425627,211.784526674581,0,0,0,35.5870182295196,85.6185455392019,0,0
"2012_50",104.672534190885,118.086829343882,391.474993462022,224.50674354611,541.252882724784,0,48.4842098172177,0,85.4283566581722,419.933899590666,0,0
"2012_51",0,83.3232688256424,1039.69666462207,454.729041163056,584.220413604808,104.329501930732,0,0,161.113066725885,569.018297876057,0,8.27651493162498
"2012_52",52.6019334258764,87.7463619405086,2137.46197330731,498.320145824628,297.071590782063,0,NA,0,232.331220578696,1055.5156525172,0,4.91267083590129
"2013_01",74.3288189713471,408.58674245804,2680.76111893986,564.018568953839,917.505433873182,185.571949981689,588.343002878567,817.26385390169,448.203303316266,4274.65072096097,0,20.8022463678349
"2013_02",889.707970740899,541.798802874662,3189.2475884641,1038.05774779727,1451.63964012855,0,721.545554413755,2886.82838858497,736.789189842475,5874.69572148946,0,107.476234534235
"2013_03",1550.76982890942,2260.15255622553,4064.33493769936,1117.80836359612,1495.65870282808,476.986527024731,1147.79011732694,3499.85678175492,609.775018587784,6459.64603057815,56.449259254298,192.380829279846
"2013_04",2359.19973933651,3003.64713800431,5227.47427417133,1775.4986341032,1888.39514647909,110.221014821389,1342.94951865612,5523.41033920595,NA,5385.69719168516,381.911535437518,301.32608097774
"2013_05",3042.50472055694,6191.97890535891,5702.46134105121,2408.72303061015,2919.12886355871,366.618866354581,2672.48226633551,6096.61950586057,1765.85470408536,2865.52507576598,1743.98300337228,399.923300904785
"2013_06",4115.66728122312,4188.75590709433,4565.01652906414,2085.03210729152,2671.26385784833,691.715377959012,3317.02698071053,NA,1255.50969272735,2645.8172900763,1747.09753182621,535.33159943099
"2013_07",2913.68021249188,3766.98699494201,3010.81147330323,1927.12624979361,2285.17329187378,2169.76433824745,3556.80425555167,1615.76505463796,1154.96209697713,954.364238160596,1433.64139530952,733.692984409932
"2013_08",2437.39282042978,2139.84453336214,2143.34866267795,1202.88566181592,2453.04630486748,2259.13796456097,2918.16843432135,5194.60106799726,1229.76364196013,1273.31979565208,1395.408797553,870.777518567694
"2013_09",2952.651928455,1517.42417394825,1219.96560417764,1028.97878836957,1189.38245661842,2382.26531253291,3603.37772625561,2300.83446808315,543.013642771344,1177.5478506668,1030.98479616706,528.560495793135
"2013_10",1508.73762539335,1569.54760090769,565.878562373405,596.544083195427,584.032175563737,1771.97420956875,2485.17584744147,1584.75843464911,655.526582263341,546.69145178433,248.781742388137,823.767557296563
"2013_11",1032.58847431437,1240.38154960682,107.817053272196,268.347567780323,278.914003679041,NA,1275.10953212508,1360.90527112083,155.605834830043,574.131189187859,135.619803175208,424.580447193747
"2013_12",434.007174849237,469.446671276582,170.096260857855,265.144328082833,132.482049275031,789.373220071366,647.005607737567,354.864568141523,186.450778420614,620.483907002584,111.572834387488,485.308602824025
"2013_13",302.880813476124,0,0,123.13647920556,115.616782980539,195.175468330925,315.232771293275,NA,0,559.048543293609,57.6000996272489,209.960929740356
"2013_14",45.8580958071743,0,0,92.0646670180658,0,0,157.446517221909,NA,72.2062834388059,0,583.839834334142,93.9235924334922
"2013_15",83.2548586596604,57.4962076940624,NA,51.3937690073719,55.7922813105026,135.486989075793,54.4785854436353,NA,234.645954422447,0,NA,59.3893633415004
"2013_16",NA,0,NA,9.40005034512846,0,0,21.9367400014764,0,0,NA,NA,25.3967038707158
"2013_17",0,0,NA,NA,0,105.956825184417,NA,0,NA,0,0,13.32086548734
"2013_18",NA,0,NA,NA,0,0,NA,0,NA,0,0,7.06343157522331
"2013_19",NA,0,NA,NA,0,0,NA,0,NA,NA,0,4.8060378158513
"2013_20",NA,0,NA,NA,0,0,NA,0,NA,0,0,0
"2013_21",NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2013_22",NA,0,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2013_23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2013_24",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2013_25",NA,NA,NA,NA,254.67269775589,NA,NA,NA,0,0,0,NA
"2013_26",NA,NA,741.498978456245,NA,0,NA,NA,NA,0,0,0,NA
"2013_27",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_28",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_29",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_30",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_31",0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"2013_32",0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA
"2013_33",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_34",0,NA,NA,0,0,NA,NA,NA,0,0,0,NA
"2013_35",0,NA,NA,0,0,NA,NA,NA,0,0,0,NA
"2013_36",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_37",0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2013_38",0,0,NA,0,0,NA,NA,NA,0,0,0,NA
"2013_39",0,NA,NA,0,0,NA,NA,NA,0,0,0,NA
"2013_40",0,0,NA,0,0,0,NA,0,0,0,0,2.80219148399303
"2013_41",0,0,NA,0,0,0,NA,0,66.3372243222818,NA,0,0
"2013_42",0,0,NA,0,108.829088353821,0,NA,0,38.7817619114878,0,0,0
"2013_43",0,0,NA,6.68950500799107,145.363835811583,0,NA,0,0,249.311970833458,0,11.4666790825088
"2013_44",0,0,NA,67.5166850946959,210.676501536266,0,NA,0,23.4306478215239,0,0,1.853254028161
"2013_45",0,0,NA,103.711513571211,0,0,NA,0,26.4421103941962,0,0,2.68301782317954
"2013_46",0,33.2524725487579,NA,10.7820595432408,0,0,0,0,0,NA,0,10.7277510305362
"2013_47",0,0,NA,22.8364236239778,0,0,0,0,0,0,0,2.28845637859431
"2013_48",0,0,NA,9.1264976521398,0,0,0,0,22.4141903520695,0,0,7.00763093078441
"2013_49",0,0,NA,32.3057614197606,76.2324884874611,0,0,0,12.5102457778993,NA,0,13.2069450028615
"2013_50",0,0,NA,90.2014242431427,68.4383829910573,0,0,0,10.0663043212878,0,0,44.2734850805964
"2013_51",26.0353003825046,68.1270169291625,NA,179.225784846899,0,0,0,0,27.8823124853834,0,0,152.416844825523
"2013_52",0,0,NA,185.51939859769,0,NA,0,0,0,174.947090644378,0,290.265315135375
"2014_01",6.81876914779879,53.2372293463541,NA,288.741278370778,0,0,70.2111515502594,0,13.2587220210215,0,0,448.66170682997
"2014_02",NA,23.6631655440229,NA,394.26571884129,68.1510544920223,173.26668846005,481.71552915958,932.227773000628,47.7746342387894,NA,0,1759.74169683181
"2014_03",152.08041976869,0,NA,522.147780174206,228.749057633601,105.799192732493,550.38336474422,1261.29425143082,12.9272539704959,0,0,4149.94352285555
"2014_04",353.425841853378,51.9062986126952,NA,850.89598985495,222.943421843256,399.122440114465,1149.14154173809,2188.76486134866,62.5292244703279,NA,0,4136.0255956164
"2014_05",435.97122968791,411.607841630495,NA,1326.0093729148,397.523082146231,797.388394305938,1311.11444654222,1007.74382157928,140.045251347039,786.810588364871,0,2789.16025826989
"2014_06",565.44055333195,324.414366329345,NA,1882.29905108241,193.353395923706,966.578351633567,1534.25901769314,1346.8057261041,225.646237255448,476.289178484612,144.189785819793,1877.61163144939
"2014_07",413.513878580425,779.393037630624,NA,1973.56217512359,408.496153347465,NA,1601.15230200588,473.180873573159,251.971899424921,626.691671782551,182.221326615595,1112.02351397455
"2014_08",739.651707559257,862.24512571502,NA,2119.35548279457,452.871363321266,1748.29713205314,1033.74248826585,695.391527968033,154.698883820177,646.122012483717,386.201992492469,628.566638340375
"2014_09",691.733335109063,794.372467312847,NA,1316.85444018256,262.708345575577,2027.38879065907,1673.02307050576,385.051669581419,48.2395690443139,1776.06753215926,273.499521068067,332.012420976114
"2014_10",1130.12660912439,1104.41934276468,NA,828.543734265974,520.353972266648,1552.12378964685,478.725989606008,1294.24510163387,276.707337054417,1984.66115887965,61.4160416579063,149.824164131454
"2014_11",1115.03082034436,451.257460912171,NA,609.809927807339,413.824724689951,532.367178705713,650.341370864818,308.942923484764,393.188908206349,0,NA,63.4905730258283
"2014_12",832.422926616757,347.731648909267,NA,515.466924876247,502.836747484095,67.4489873833993,203.153211914643,171.180139557348,189.693400654016,1270.3976674705,410.797876710065,14.1320896166796
"2014_13",588.033178034211,71.371160592456,NA,344.501372421489,243.936340999907,200.171396303024,187.845806316293,529.102249540896,176.280735961308,941.180391226398,215.887162047069,6.04615145973642
"2014_14",211.368499610827,69.2083981502603,NA,190.310949569774,287.982655531654,155.633713644663,76.0769615109901,0,163.198542040465,1312.93940195723,0,17.5679479568856
"2014_15",NA,22.0601769103955,NA,160.955197562661,123.762100292599,89.8750424421126,25.7560987184981,NA,253.559835192573,439.436447736452,165.690648457861,6.40058797799612
"2014_16",NA,0,NA,NA,349.202259025479,0,45.5003391395298,0,184.530213539628,548.460879306372,97.4308120808425,3.09168941214066
"2014_17",NA,NA,NA,NA,158.893401837456,0,0,0,91.4972475161492,726.500359452525,0,1.15185073089869
"2014_18",NA,0,NA,NA,0,0,NA,0,0,0,26.3118251350934,0
"2014_19",NA,0,NA,NA,0,0,NA,0,0,0,87.5410454539444,NA
"2014_20",NA,0,NA,NA,477.632543413226,0,NA,0,0,NA,0,NA
"2014_21",NA,0,NA,NA,0,NA,NA,NA,0,0,0,0
"2014_22",NA,NA,NA,NA,151.887870577288,NA,NA,NA,83.6469374561502,NA,33.0608623418743,0
"2014_23",NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0
"2014_24",NA,0,NA,NA,0,NA,NA,NA,0,NA,0,0
"2014_25",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2014_26",NA,0,NA,NA,0,NA,NA,NA,0,NA,0,0
"2014_27",NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0
"2014_28",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0
"2014_29",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2014_30",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0
"2014_31",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2014_32",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0
