"time","Austria","Belgium","Czechia","France","Germany","Hungary","Italy","Luxembourg","Netherlands","Poland","Slovakia","Spain"
"2011_50",0,29.1842059449908,NA,NA,353.072243384175,43.5148066388487,253.426992193381,1254.37719865454,10.3254006843598,NA,0,205.206365547675
"2011_51",0,79.0405577676834,NA,NA,197.199157468264,0,208.150782177988,0,13.6646307070059,NA,0,305.557019431165
"2011_52",61.1046888188066,70.0073511656624,0,NA,813.551203649363,0,1310.43323860469,0,17.8939646728406,NA,0,619.649442620361
"2012_01",133.475301721822,0,NA,NA,230.09090801461,0,831.415328844554,514.139790065811,32.4654425364005,NA,NA,470.853294499829
"2012_02",620.961225115621,212.014672600375,0,NA,1017.1868952678,0,1541.4862264595,1644.08131309492,50.3941197579947,NA,0,1710.95721256615
"2012_03",170.993518400137,477.756260284664,NA,NA,1495.20794653645,30.1741411709819,3780.46725569564,0,45.9868920802347,NA,0,3815.4438293793
"2012_04",1283.22807496177,401.64313058245,0,NA,2241.40367797596,75.8416304622242,8190.06484298831,NA,49.6174361918321,NA,0,7205.67503093261
"2012_05",1360.45953063737,211.007978701337,305.176928769705,NA,2488.69507441852,60.9675559232926,10363.4703111838,2134.43231263121,70.7841933707683,NA,331.286242056765,8291.79532018007
"2012_06",3798.39143382317,372.613382119299,276.608711897201,NA,3192.38594424166,184.590034273981,7821.52848555686,NA,241.877039715639,NA,0,10301.6772274308
"2012_07",4517.8300234365,461.060476995147,181.000453607721,NA,2351.10961681044,1122.26090025031,5537.60896432382,4662.73544550374,378.86539657984,NA,0,10901.9987222237
"2012_08",5629.16209390835,5560.50323895652,790.216822495358,NA,3664.98924174675,1264.81537756538,5275.7059647464,2050.65967902325,561.616928620032,NA,989.76894579804,8349.42657850636
"2012_09",5942.86997885953,5496.85309873791,1045.94057974531,NA,3477.14522793311,2516.67036133361,2016.98754292253,8517.81850133989,901.653881351849,NA,1271.64131753719,5020.01176961986
"2012_10",5414.08954419182,2817.79588441791,1596.92851515339,NA,3816.98343443219,2086.59380828858,1206.82238838315,4172.7530766542,1314.07260483012,NA,604.001517047727,2302.21571501578
"2012_11",4109.37474493444,2156.2264159024,427.299163503349,NA,2107.80892446421,1295.55079292831,474.795913473446,4818.79066853007,826.918778089996,NA,613.625964154816,1079.69923067486
"2012_12",2265.56762133093,1070.66464013445,1691.80661505899,NA,3103.52891494397,1574.70916635513,117.681817519762,3727.29224743063,813.065119592713,NA,3494.48383280777,596.969337795436
"2012_13",1482.48840100895,518.339657781755,1203.73404043904,NA,1484.1535497698,815.766552512874,66.7443927055865,2180.4482663032,854.271403608417,NA,5183.6192741539,166.897515773302
"2012_14",279.902976472572,538.850411216206,NA,NA,2603.87582656971,217.116977999557,45.3119052279496,1561.00273610343,575.304004625562,NA,1643.19444732794,45.3424369775718
"2012_15",NA,NA,186.17894070004,NA,1422.68517924934,102.78536760012,93.4367453835534,238.928990219912,371.312411085717,NA,0,NA
"2012_16",NA,NA,544.809721395083,NA,435.901878245094,92.9592641574557,NA,NA,697.556105608494,NA,4463.79634579545,17.668041069412
"2012_17",NA,0,85.9382262701507,NA,795.753629467595,51.4145065957286,NA,0,366.819419868071,NA,0,NA
"2012_18",0,0,160.944090900962,NA,514.059322583796,12.60053890176,NA,0,412.259587763816,NA,0,0
"2012_19",0,0,NA,NA,973.398306723821,0,NA,0,134.430980576651,NA,519.765117834741,3.1008961904982
"2012_20",0,0,NA,NA,0,0,NA,0,75.0312449730145,NA,0,0
"2012_21",0,0,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2012_22",0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2012_23",0,NA,NA,NA,1178.27019015292,NA,NA,NA,0,NA,0,NA
"2012_24",0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2012_25",0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2012_26",0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2012_27",0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2012_28",0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2012_29",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"2012_30",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"2012_31",0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2012_32",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"2012_33",0,NA,NA,NA,0,NA,NA,NA,0,NA,197.908315396018,NA
"2012_34",0,NA,NA,NA,786.609397960479,NA,NA,NA,0,NA,0,NA
"2012_35",0,55.3283904373784,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2012_36",0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2012_37",0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2012_38",0,NA,NA,NA,0,NA,NA,NA,37.9622370399181,NA,0,NA
"2012_39",0,NA,NA,NA,988.809932859411,NA,NA,NA,0,NA,0,NA
"2012_40",0,0,0,19.3156791445434,0,0,NA,NA,0,0,0,0
"2012_41",0,0,124.720189111007,NA,0,0,NA,NA,0,NA,0,9.08758232189578
"2012_42",0,0,NA,0,0,0,NA,0,0,NA,0,3.15166364570507
"2012_43",0,0,0,104.318519072521,165.137909137709,0,NA,0,0,0,0,0
"2012_44",0,0,0,27.9088810658143,128.932522648404,0,NA,0,45.7779917246071,0,0,0
"2012_45",417.792093490177,0,NA,56.5437383685769,247.334909039425,0,NA,0,0,NA,NA,NA
"2012_46",0,0,0,14.2774208595291,192.563839935989,0,20.9301085559404,0,0,NA,0,0
"2012_47",0,0,0,113.209289555937,232.186026980176,0,0,0,23.075085259558,NA,0,0
"2012_48",0,0,NA,31.3545736533122,135.584948475282,0,42.2457717431745,0,14.6841451651733,0,0,3.83377370616838
"2012_49",1009.06199081288,0,0,293.312387948222,344.54299132135,0,0,0,38.7283276972286,0,0,3.5093774694926
"2012_50",149.775771469578,0,0,348.630571328932,939.243372577939,0,38.1113545308041,1047.33161789647,27.5464360914913,0,0,0
"2012_51",290.690312279831,50.752358145565,502.684815658609,576.058866512071,988.460366473501,0,0,829.673495625164,74.3844238956607,0,0,0
"2012_52",0,53.4464723952906,290.656503217292,493.686946689186,966.58557763209,0,NA,0,172.881627728332,0,0,7.75522207089777
"2013_01",53.1784975395459,0,60.7559075921482,605.85077225869,199.019932635587,60.7920736488423,0,0,412.420670986356,0,0,9.38250411435392
"2013_02",0,550.017765623053,495.634843584591,776.337566549214,1416.96545574093,0,81.025137692274,0,602.584740735998,107.035398630683,0,30.8479512005691
"2013_03",675.346064439473,98.3330806575641,1255.46306903217,1042.08319049217,1354.14081800065,0,100.247611549573,229.855808997634,639.022802493012,234.517493069665,570.854683901019,43.3850722254676
"2013_04",411.679921042,1029.10897291562,1556.3715419205,1218.47869861461,2323.04855054905,144.430536001442,211.126985117123,234.035005524864,NA,154.548410709905,772.431708477158,75.1070923523622
"2013_05",324.889210498203,1117.4950747984,3966.14653704955,1841.22223285638,2627.48587168368,180.152666876771,497.539777232394,471.059076734954,1338.51760752037,95.165967579317,1452.40817201401,176.183839903135
"2013_06",576.107815290663,1275.68951012985,3273.10027100654,2300.53577734007,2643.6721475419,377.668537774434,405.591264586409,NA,1666.73497089241,34.0278279558747,1987.63664086315,256.54310468337
"2013_07",422.960353380396,874.087158383631,2417.50621943778,1935.36207367528,2152.32285339068,473.86642023713,159.762916028048,571.397202493042,1313.52966684058,104.329580471775,644.355197222357,206.824942219428
"2013_08",752.240761944876,601.561517783022,1915.28877448804,1526.77798781765,2404.81789454745,2035.21396541667,280.879205660421,775.362396859002,1123.52485995861,92.7981964501858,513.140253461209,256.938981552285
"2013_09",655.594944181038,2218.23813358391,1150.19457226418,881.605320167552,2012.35251553784,1357.24080718273,214.580335991447,755.545442299082,1772.83835630853,154.473189585088,1087.93509849362,89.8578362828509
"2013_10",419.776465703406,956.014365380552,984.951528429541,885.300099037291,1120.16083651276,870.729547185726,488.372493592742,693.868263335893,1188.98452090974,0,628.964067852276,134.063181646494
"2013_11",709.21406023394,0,469.157953986709,1217.231331644,1129.34080959926,NA,194.893382925547,446.892546708398,790.25964034078,75.315730043503,329.155921881078,189.904052886595
"2013_12",310.510106298909,190.627227557355,555.120998739814,373.812583507447,862.117025645389,258.593149103284,72.6547591263358,233.060057828611,541.090708940007,67.8303137508955,376.101038629428,93.1762766500795
"2013_13",144.46389988989,262.618627421658,1091.68831205363,308.62832412767,501.578377867363,191.814357391701,0,NA,714.737290475697,0,0,48.5045470318544
"2013_14",32.8091400993491,296.402091628813,0,86.5313149172211,234.973740434358,201.985561626077,49.504777411912,NA,628.640160584716,289.409040206344,0,17.9720376231802
"2013_15",0,280.168377071911,NA,305.930749697404,290.451277772902,88.7691811091942,21.4116378508222,NA,340.47791836494,177.753103927304,NA,14.0629522131846
"2013_16",NA,0,NA,39.7578608981005,98.5731979724813,0,0,0,465.243081493856,NA,NA,10.0229124322195
"2013_17",0,0,NA,NA,0,69.4214305647396,NA,0,NA,0,118.866419177747,0
"2013_18",NA,0,NA,NA,0,0,NA,0,NA,0,0,0
"2013_19",NA,0,NA,NA,0,0,NA,0,NA,NA,0,0
"2013_20",NA,0,NA,NA,0,0,NA,0,NA,0,0,0
"2013_21",NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2013_22",NA,0,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2013_23",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2013_24",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA
"2013_25",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_26",NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA
"2013_27",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_28",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_29",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_30",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_31",0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"2013_32",0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA
"2013_33",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_34",0,NA,NA,0,0,NA,NA,NA,83.3680499700162,0,0,NA
"2013_35",0,NA,NA,0,0,NA,NA,NA,36.0727139293339,0,0,NA
"2013_36",0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2013_37",0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA
"2013_38",0,0,NA,0,0,NA,NA,NA,0,0,0,NA
"2013_39",0,NA,NA,30.0049101506284,0,NA,NA,NA,0,0,0,NA
"2013_40",0,0,NA,0,0,0,NA,0,0,0,0,0
"2013_41",0,0,NA,0,0,0,NA,0,96.257189274591,NA,0,4.95713148747987
"2013_42",0,0,NA,22.558024396477,0,0,NA,0,56.2734337297609,0,0,0
"2013_43",0,0,NA,92.4212595924774,0,0,NA,0,42.6313891892128,0,0,0
"2013_44",0,0,NA,58.3000636118289,0,0,NA,0,101.995598635192,0,0,0
"2013_45",0,0,NA,0,0,0,NA,0,191.841251351457,0,0,4.235455566629
"2013_46",0,0,NA,18.6204271242235,61.4729697593406,0,0,0,0,NA,0,0
"2013_47",0,0,NA,0,0,0,0,0,0,0,0,10.8377833616683
"2013_48",0,0,NA,47.2839026021515,117.524476328257,0,163.797585278248,0,0,0,0,27.6559003617606
"2013_49",0,0,NA,111.582963124389,0,0,225.86103748962,0,18.1527205579874,NA,0,41.6973963029762
"2013_50",0,91.1291136615643,NA,218.086781643025,103.927666700859,0,276.909452406725,0,29.2129847230999,0,0,112.900593376935
"2013_51",0,82.9925856560675,NA,282.605013790977,92.8606738712361,0,117.799427104624,0,0,0,0,172.609878790014
"2013_52",0,31.6162231070733,NA,195.793117191603,45.6309739686182,NA,395.993286290341,0,16.748045752905,114.749626035008,0,272.274194438032
"2014_01",0,32.4268954944342,NA,326.041108706958,77.0179348068365,0,361.156842749388,0,9.6193903811557,0,0,578.009095642873
"2014_02",NA,0,NA,308.021648325938,206.982683313382,0,596.526842946167,0,46.2148972659872,NA,0,1398.4919805661
"2014_03",217.611643516091,51.7356378115745,NA,591.304937268559,173.684376959833,0,884.718425794328,0,37.5156224865072,0,0,2400.42809079619
"2014_04",505.716504621363,94.84866932122,NA,1028.63768226215,304.69730235082,87.1664809857248,1078.99782030745,1383.74601515395,145.170678008295,NA,0,2552.15859938575
"2014_05",277.25803364771,250.711102533283,NA,1256.91447000208,301.83096518068,0,2462.16776369068,1783.8792378693,140.683584324402,0,0,1874.47142948167
"2014_06",539.392023897019,711.36501990915,NA,1290.71806256581,734.045955237716,0,2578.06140451122,1419.09339645766,192.599455376275,156.201526170926,0,1332.4530687308
"2014_07",1944.1452677694,1068.14193758666,NA,1598.58654042713,651.341436328019,NA,1684.65986219205,1396.01870708436,243.745569827589,0,368.55008968873,979.11706293188
"2014_08",529.183256977669,1838.18288891124,NA,1370.58675483605,656.451901444553,214.773719888002,1533.87522864927,2051.60359602165,285.692218120179,211.899091983774,390.554666719468,735.01149405159
"2014_09",907.316838094556,1720.36888370395,NA,1193.94683549123,498.672385751726,295.181509415129,1731.05344876191,1704.01858132148,169.992664391986,310.651004068383,553.163973128678,478.144750158468
"2014_10",1617.09646229854,1345.40775504557,NA,803.301305886537,607.836756922507,658.01340517507,957.640031307665,2181.93866156383,401.510174545677,433.920002039512,496.86582974116,352.76792964778
"2014_11",1701.8623156023,1099.44703777751,NA,612.285474365699,659.837769239236,116.266510965324,588.519665254102,2343.77961834771,600.556031296243,1457.93287802258,NA,150.340876583537
"2014_12",1389.63149678685,931.937576429592,NA,452.397895135384,922.667454524197,486.107969426589,348.331050882373,1515.09089092392,367.00065475931,833.267113623025,415.427757873862,89.2365859338681
"2014_13",1009.69894619157,695.556908355614,NA,349.208496456886,333.38837465345,262.299000848905,214.723086749235,1338.00234523151,383.682502702915,617.330059773602,218.320309737784,47.7227650811418
"2014_14",302.446867636222,505.859569713174,NA,446.982579565986,481.050260757859,203.938066783535,97.8324476191218,2770.61091689353,615.694824265499,430.585341048826,337.788860325109,67.351688808444
"2014_15",NA,188.116527487086,NA,214.792522817596,328.894913317932,353.309228029742,22.0809920962856,NA,515.091492251579,288.230960904696,670.232233338402,20.2081445355261
"2014_16",NA,27.6641952186892,NA,NA,198.856480828507,49.1180770207333,39.0079506954483,0,401.637840737901,0,492.644510905553,3.2537274551587
"2014_17",NA,NA,NA,NA,120.644437999701,0,0,507.945334763813,630.634200038608,0,630.94334119256,7.27332118029556
"2014_18",NA,94.84866932122,NA,NA,409.632533689623,0,NA,0,550.060140511625,0,266.083715158919,4.07435464724372
"2014_19",NA,0,NA,NA,160.020825398507,0,NA,0,259.594709170028,0,0,NA
"2014_20",NA,0,NA,NA,90.6641010641273,0,NA,0,190.927721583117,NA,0,NA
"2014_21",NA,0,NA,NA,309.925313636847,NA,NA,NA,117.236320270335,0,0,0.102195034056278
"2014_22",NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0
"2014_23",NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0
"2014_24",NA,0,NA,NA,0,NA,NA,NA,0,NA,0,0
"2014_25",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2014_26",NA,0,NA,NA,0,NA,NA,NA,79.1345161824762,NA,150.033437146032,0
"2014_27",NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0
"2014_28",NA,NA,NA,NA,0,NA,NA,NA,381.855443166234,0,0,0
"2014_29",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA
"2014_30",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0
"2014_31",NA,NA,NA,NA,0,NA,NA,NA,164.130848378469,0,0,NA
"2014_32",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0
"2014_33",NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0
