"Austria","Belgium","Croatia","Czechia","Denmark","France","Germany","Hungary","Iceland","Ireland","Italy","Luxembourg","Netherlands","Poland","Portugal","Romania","Slovakia","Slovenia","Spain","Sweden","United.Kingdom"
0.00344681360714001,0.00423406722521014,0.00388218215127325,0.00330493924822168,0.00393195510921653,0.00472381142482044,0.00376897487723504,0.00353836239542509,0.00311309488063523,0.0053169030686798,0.00435710634177686,0.00407569859479569,0.00425746436471388,0.00317593332851252,0.00646102151963854,0.00349301634454093,0.00322676338012272,0.00364396102493281,0.00551091673357617,0.00307195065795186,0.00489332660346074
0.00360079961859672,0.00431399322037165,0.00389412690213801,0.00347005133266051,0.00382341901128443,0.00475055691580871,0.00395059687035217,0.0035529027315354,0.00325018088025397,0.00515857947782212,0.00431713562685386,0.00421745040970085,0.00439635992300062,0.00324230206490171,0.00639384281733465,0.0033705346536642,0.00321240839255248,0.00375930472362005,0.00547165146399069,0.00305317639217221,0.00468213532148225
0.00345997508897859,0.00410424293779479,0.00372980908712133,0.00336301036784534,0.00370582126198745,0.00457770257172977,0.00368167724324818,0.00344706908375072,0.00335537062260139,0.00522139297388694,0.00419146956484016,0.00401561528837413,0.00409920315304074,0.00325305538993034,0.00624209069527211,0.00336705686854512,0.0032284966967573,0.00360433740097184,0.00549395131472562,0.00303018993813194,0.00477888846309348
0.00330011643947034,0.0042340910403707,0.00359345654066828,0.00317300054121191,0.00367656252940531,0.00466766257409304,0.00366841014285155,0.00322704782347364,0.00333552296160113,0.00508182720124154,0.00414778516883395,0.00398779587519053,0.00420982619781931,0.00312442924263902,0.00620768178201531,0.00313321262742323,0.00303983188758855,0.00346092148443011,0.00535929804635746,0.00312200275124362,0.00494362571724466
0.00326617651129063,0.00463393052708287,0.00364606878696079,0.00315170095787881,0.00392720493197341,0.00503788691050807,0.00390197572892325,0.00322676587067252,0.00308185848463349,0.00527149924646499,0.00415843935420972,0.00448056969394338,0.00456428535524384,0.00322728536481716,0.00661962207738965,0.00309743986317572,0.00302062266001747,0.00342836331965097,0.00552222885277744,0.0031081847047666,0.00536501896191456
0.00359445558948925,0.00506173490949053,0.00384578093928702,0.00350555642181363,0.00420272742655596,0.00524150343237384,0.00437810148876994,0.00332918188217452,0.00323871144446858,0.0050894455008229,0.00447108955194592,0.00482248826839087,0.00503562381727638,0.0033761052116995,0.00640628510056006,0.00319382421247907,0.00309474117682954,0.0036551050064976,0.00547718982834456,0.00332098890211088,0.00518119491799129
0.00391270453808128,0.00484505393801071,0.00420065893329708,0.00382774505287029,0.00436641254775723,0.00504178808099015,0.00437665376672544,0.00371829262355319,0.00297475910703391,0.00539900372517931,0.00470033527694303,0.00468931421864667,0.00485463089457505,0.00356432986055254,0.00632790410163797,0.00339953390475094,0.00346571104497326,0.00402145565233643,0.00532906403229522,0.00364592877161082,0.00513994973335049
0.00384110069799143,0.00478805248010008,0.00437522365136626,0.00367054439832165,0.00437667110545597,0.00534847518587279,0.00424454425951283,0.00385060657557904,0.00293168400622512,0.00514617903252239,0.00469168043881975,0.00461097492677087,0.00482932130721266,0.00358648086481545,0.00669537696079777,0.00341848139556869,0.00361976683561898,0.00410830064528003,0.00567696384894152,0.00370109986724104,0.0051949875615493
0.00389390904109681,0.00503205903267133,0.00436462480018767,0.00379262845437659,0.0043261757689986,0.00553226440326832,0.00448925701797093,0.00383738380292068,0.00300918585595901,0.0050804193693596,0.00471256655692765,0.00497427855018477,0.00496915805386608,0.00376849757593227,0.00649416945301752,0.00347844599335731,0.00361103744195932,0.00408945428505837,0.00586928686206595,0.00352657681710783,0.00518836113384826
0.00398036032482965,0.00494420594995155,0.00444330666702615,0.00395522146029427,0.00435686631816829,0.00544386096321451,0.00444733848088437,0.00393094488101663,0.00304372179337106,0.00517353873427691,0.00486442603534503,0.00489665241215652,0.00489674606523946,0.00400166332910713,0.00633123019469619,0.0034870626173103,0.00373147980218091,0.00421641768620395,0.00551876972730589,0.00352006748494549,0.00521699120473467
0.00396496622960674,0.00487880118577101,0.00444756007923767,0.00377303954576159,0.00443415250727037,0.00534723591073596,0.00434568664700688,0.00396855469886505,0.00297390575397624,0.00499071760522289,0.00485636558255365,0.00481078963139389,0.00482806123726827,0.00378350370456678,0.00630472517884482,0.00357719693335504,0.00368866937063841,0.00420957950430573,0.00545448089901377,0.00369362829271962,0.0049627706815771
0.00374910016003408,0.00458386653282717,0.00421053986762539,0.00362186630720716,0.00439927986981723,0.00508692053763039,0.00422163184239896,0.0036301956657162,0.00301360185736456,0.00512625716180755,0.00472478908211475,0.00446749877274333,0.0047076773733236,0.00385929246678812,0.00619562056033971,0.0034381512509062,0.00346908322004381,0.00397643330861727,0.00528621761849909,0.00370752704928349,0.00499129016398639
0.00367023085565843,0.00455260294327069,0.00401302911333293,0.00356337164104227,0.004402645860284,0.00499099173242948,0.00410463046117884,0.00356990759710543,0.00303608492166175,0.00534733654902422,0.00453700774353888,0.00430853003404639,0.00469807079363221,0.00364011465943346,0.00619598259621698,0.00328073712993925,0.00346401838339537,0.00378633505396959,0.00509147572354986,0.00363475126962567,0.00513084949084351
0.00352222671450668,0.0043950064030659,0.00385898090511003,0.00350130192511252,0.00428312482963151,0.00478950500043822,0.00400160784973983,0.00342246142559033,0.00311502570630517,0.00520386531671963,0.00443481813412756,0.00413597909372158,0.00455574078260114,0.00362137795509855,0.00610176628313604,0.00314289966870757,0.0032834537334425,0.00365836397902125,0.00518814334766422,0.00359407942726453,0.00487362668768604
0.00335553555342432,0.00449112854118864,0.00351390492787354,0.00339671252693788,0.00431031964502987,0.00482039543161468,0.00389995543337232,0.00317362616828125,0.00294046710213802,0.00526347280046923,0.00412816044334509,0.0040870678585211,0.00460317497546219,0.00355329277394461,0.00595411039525862,0.00296818233417295,0.00310474624943537,0.00340442897161662,0.00513748387561663,0.00361432346801108,0.00517231585123972
0.00342745853376057,0.00460873823277042,0.00357023646807439,0.0035175695956076,0.00429817545487327,0.00491140671254565,0.00412271135598423,0.00310753206944106,0.00293991511433415,0.00522804113287413,0.00403953360688847,0.00426479900378082,0.00472113688204957,0.00363071818558462,0.00598441562955047,0.00292335572646742,0.00312672228005051,0.00339458333779136,0.00529874112614292,0.00359866361830849,0.00498151842580371
0.00342063540727623,0.00470382637350104,0.00377484169115025,0.00347242638358207,0.00415623598914707,0.00497288379091312,0.0041033342461328,0.00325839335568811,0.00282902965398327,0.00494976293752503,0.00410112687657863,0.00435140529977219,0.00473275191613097,0.00357543963477285,0.00616842855718171,0.00301474397799581,0.00320371088415229,0.00353671297479053,0.00518412590609935,0.00340819037870401,0.00485857808232114
0.00347663632524507,0.00463229884576849,0.00380998255286175,0.00351417028999943,0.00412652171126626,0.00501446503700653,0.00415691930097887,0.00323702839109686,0.00282605155799363,0.0053082426163904,0.00425064626406463,0.00444563990721898,0.00465863212476002,0.00340848508607029,0.00615674619704331,0.00317219249103875,0.00310186873739801,0.00351732889258723,0.00524988579811595,0.00333771497467471,0.00493561303765028
0.00357473732132662,0.00497517570203032,0.00382323654176113,0.00362764123437814,0.00415292041773645,0.0051218194925421,0.00422701009245677,0.00332298114369983,0.0029586391771852,0.00528770938676066,0.00425045008651287,0.00456009778778035,0.00495877499122077,0.00341414871101245,0.00599434585575735,0.0032517464010433,0.00317136396078414,0.00359506213482841,0.00520949968289247,0.0033082271886151,0.00524183174119223
0.00369119975375909,0.00505369237215368,0.00373495590017256,0.00378979582572423,0.00415602639738325,0.00513942692664551,0.00442240454284959,0.00340649589060707,0.00304383067442273,0.00544778263730058,0.00426612862410317,0.00481050241727033,0.00507605985761456,0.00348810964489195,0.00585128429216466,0.00327718004008877,0.00334846295372109,0.00358408997918162,0.00516683468405294,0.00333344034760886,0.00527444360921228
0.00357203885685653,0.00482457594108299,0.00377976930583055,0.00358045797309526,0.00390180070984351,0.00509947176264022,0.00421776572089668,0.00342704629936496,0.00295088108499952,0.00526384288552457,0.00428270780557833,0.00458420378880325,0.00480033033074633,0.00344374886059829,0.00573874157779348,0.00326435003901432,0.00336894123738234,0.00356432313855739,0.00505886760062862,0.00317962128312353,0.00504283692546775
0.00358150073124565,0.00468885717307327,0.00382663776632096,0.00366306692778472,0.0036167162428174,0.00500291388673467,0.00417898668392338,0.00333941205552686,0.00290304514148657,0.0050826080160246,0.00440818999187585,0.00457264774899877,0.00454775509174918,0.00345834751155491,0.00582842614740734,0.00302859330508914,0.00332096536662183,0.00360496687213174,0.00507536463324203,0.00299402080558065,0.00462621004941296
0.00356096238536071,0.00435064024952858,0.00382168220209549,0.0033300171351214,0.00388489986443701,0.00486042669645014,0.00382573301715409,0.00343278734313972,0.00324447364310621,0.00517476569520937,0.00444019279327609,0.00410513101534501,0.00431566525448037,0.00320891759989005,0.00590355310979908,0.00303341910634559,0.00330340449686178,0.00367264071306397,0.0052259049223686,0.0030145295922841,0.00474381539771097
0.00350118887813449,0.00407316787892093,0.00374295034508249,0.00331131795853036,0.00381129358708163,0.00472011687970985,0.00380693503621108,0.00340722338595878,0.00316576634552789,0.00483627873882626,0.00430082655128882,0.00399840512681938,0.00410289324588673,0.00329150770199873,0.00576656735379731,0.00304919080533039,0.00323638252209241,0.00366103777802966,0.00515254481359199,0.00304473272708169,0.00442620772712794
0.00359035519014989,0.00389065805366734,0.00384041300098126,0.00332193586484075,0.00373835807552103,0.00441471227525527,0.0037610739747319,0.00341328201236237,0.00307571033863884,0.00468483386058957,0.00445965157985225,0.00379276982706694,0.00400912682276834,0.0032533118086069,0.00568699666076523,0.00318064590474404,0.00317538116438395,0.00382448067528035,0.00490394451908343,0.00307938539332871,0.00428051389407484
0.00330236408229985,0.00379403946987513,0.00371601389539181,0.00319080882160186,0.00383181077287801,0.00405587369505807,0.0035946910088907,0.0034498073890402,0.0030808692490339,0.00471069900907136,0.0041977904804076,0.00350205082485172,0.00404016932477658,0.00330265784162525,0.00576860053572988,0.00323810178590898,0.00314463736163284,0.00357317532362961,0.00519601975341693,0.0031144502067511,0.00438637219609305
0.00326715800173596,0.00416982311203185,0.00352765707984518,0.00328827988728751,0.00382587001174952,0.00441938402742582,0.0037520930793852,0.0033456952474264,0.00322612846759838,0.00479501676612111,0.00403255454619606,0.0038622133918037,0.00428253849897398,0.00334391349310301,0.00589897507759496,0.00330162429798169,0.00318641594892801,0.00338552058121913,0.00524661609064978,0.00293488414021833,0.00465612074798017
0.00344430299488316,0.00401439701542222,0.00375437413996114,0.00334593029439784,0.0039573440393276,0.00444883415470906,0.00378533144435139,0.00349008023555811,0.00312108722766254,0.00477067391622293,0.00436326040510901,0.00383258407395746,0.00424612252601089,0.0034450690227534,0.00556335686876041,0.00324769671612831,0.00327746643536882,0.00368213164963318,0.00500970182379391,0.00300328988153274,0.00444821417571086
0.00342654135333258,0.0041821404242486,0.00383799259681021,0.00327895071663232,0.00379907048401268,0.00435964683740405,0.00375387629396106,0.00355788098440714,0.00324329099029688,0.00485450510691651,0.00426538015056978,0.00386796164172118,0.00430271961808535,0.00341439994272479,0.00569124037110795,0.00337952077817213,0.00325373268662157,0.0036385063253933,0.00495667562404673,0.00299225824014608,0.00464738378412469
0.00336234901968336,0.004004009662332,0.00367740566597445,0.00327648880055851,0.00386391384099892,0.00423760844230044,0.00364404235926336,0.00345420019325836,0.00314316884149639,0.00491388570513559,0.00417738415659708,0.00369425886961931,0.00415911484426287,0.00338480567784852,0.00578206856328551,0.00323549638535119,0.00320875363393072,0.00364093597494671,0.00503186288318519,0.0030000948899841,0.00453779426887031
0.00311530533001123,0.00391219786130082,0.00347443386522104,0.00307702843433685,0.0039186252824028,0.00430676773034707,0.0034721936420863,0.00322135758235864,0.00346351818547091,0.00494524673075566,0.00402204484732519,0.00359197282224081,0.00404203609104895,0.00326705725701853,0.00579721351770366,0.00308088848099888,0.00307159826448799,0.0033440727728416,0.00510986674254355,0.00307238308955617,0.00467034533768945
0.0031730258519797,0.00411936400562359,0.00344891013165014,0.00318098695422042,0.00392886601528718,0.00450343253537884,0.00364146239355609,0.00306515083725099,0.00311679500965502,0.0049849144664667,0.00406149142615469,0.00388981676955007,0.00408887117918364,0.00328929487602632,0.00630473112148966,0.00292336613797166,0.00298518364220559,0.00331719012014322,0.00526302202224261,0.00316159736387495,0.00466617744158714
0.00337237391931745,0.00410701384978827,0.00364434381356157,0.00325591980875505,0.00400703252244478,0.00460913718385011,0.00374681601022379,0.00323401887476592,0.00309453438312529,0.00517864846064796,0.00419282209919213,0.00394536137601306,0.00419996713016762,0.00328146867673146,0.00648565755814772,0.00302266974822792,0.0030375311192707,0.00356496844633276,0.00552474802521775,0.00329252877760403,0.00472925243242032
0.00348678752913495,0.00432062218788402,0.00389907302697048,0.00330991610995657,0.00422271629015582,0.00466759184890657,0.00391341988721344,0.00325929675597917,0.00283357190637461,0.00526784955613903,0.0044425355997991,0.00405565850652055,0.00443076897202146,0.00330269999487756,0.00610667804445544,0.00319558303969705,0.00299527179578161,0.00373124125441083,0.00547857774271454,0.0034092144930251,0.00491816087105056
0.00357910332184105,0.00456079163958022,0.00392141043722444,0.00350534580290077,0.00429612606533962,0.00471372116699877,0.0040568285747558,0.00345829225178701,0.00256860194324483,0.00548726388733788,0.00448072777070919,0.00424412468134283,0.00463062369703731,0.0035582282937013,0.00609107463407164,0.00329268913823074,0.00327829746855739,0.0036944247234622,0.00529493802356935,0.00344848233712317,0.00512243159229461
0.00351519983491798,0.00479997451058847,0.00393393029055603,0.00351885688204251,0.00427079826357066,0.0048890654680182,0.00420306285269602,0.00357000288750336,0.00281394881992943,0.00524874013796481,0.00425902935381523,0.00449247997581575,0.00482034057595893,0.00364526522085696,0.00628772031027132,0.00356222405162394,0.00337371162577231,0.00362404410219206,0.00531267262082071,0.00318662249545761,0.00504930149644466
0.00369933074476153,0.00479337588771194,0.00400570545605897,0.003765991762403,0.00424736136256784,0.00497628121276308,0.00427761759877196,0.00380537632316087,0.00288476916280665,0.00498480695578253,0.00429920183637636,0.00456640640221895,0.00478323819542512,0.00377925120434573,0.00643241502946372,0.00349419241099669,0.0035639087912584,0.00368092283063319,0.00537023623403894,0.00324753790015782,0.00494902466684743
0.0037997810371252,0.00468371789581463,0.00409915934315859,0.00379594170955402,0.00421550284678831,0.00492111307139776,0.0042193621080368,0.0039281388447476,0.00258148341264661,0.00516379386298632,0.00442313977716675,0.00447148487183432,0.00467802001670747,0.00375162727922434,0.00640249386930174,0.00347180176468292,0.00371931325451744,0.00384500947470359,0.00558016618803954,0.00326194615166816,0.00492681995818417
0.00376448880023694,0.00457505039725903,0.0041525000665612,0.00373653793144848,0.0041868267172886,0.00497204979039236,0.00418387314931698,0.00384029239108642,0.00280113636589333,0.00508954879199683,0.00449039493541332,0.00442694571553231,0.00451314341195503,0.00372518556765564,0.00639787113258803,0.00355311146595072,0.00365383646321752,0.00387690379717048,0.00546755202124953,0.00327692870758605,0.00480419832111598
0.00354032331295198,0.00424211385363417,0.00403526533237282,0.00343920500483821,0.0039135394622601,0.00473665968843011,0.00387430555271637,0.00376714024432514,0.00309051292073856,0.00493478528128501,0.00446178454081198,0.00408528055868904,0.00426398858691741,0.00367653525412442,0.00652832499089454,0.00364043103755772,0.0035118762960245,0.00377803282164213,0.00546063867848108,0.00311588325713846,0.00467077003936151
0.00359713990008101,0.00445447431199788,0.00399923256918147,0.00345860236528156,0.00390461040892584,0.00485775941177995,0.00397841177971511,0.00352221607461256,0.00313038291477312,0.00521522478224034,0.004376916440181,0.00430459460490625,0.00441810253239422,0.00346215455558319,0.00658969926374576,0.00341896202294578,0.00333291888569346,0.00385549819310499,0.0055643843855897,0.00316582404442695,0.00495161888191099
0.00364197290384823,0.00493096126305319,0.00410958311027502,0.00365086856857156,0.00401104426263749,0.00521054458482526,0.00424965775592334,0.00373939555186047,0.00306437148835953,0.00553176532583669,0.00428516307771831,0.00472271374865392,0.00481103076835476,0.00351943580263086,0.00669390050310418,0.00353847509302572,0.00347370074993471,0.00390086341260851,0.00552690453439608,0.00313091961684857,0.00531442716014378
0.00368446600982679,0.00505249219832355,0.0039993138793336,0.00370445614199908,0.00407900067143761,0.00522214658961617,0.00442030703950935,0.0037556917306887,0.00291367059152514,0.00525005838537038,0.00436389215261091,0.00486941113361117,0.00491572415685482,0.00368286845583869,0.00669129499830634,0.00351246605911876,0.00351707454297622,0.00382029801105988,0.00560216039762839,0.00333928512118453,0.00518520780238128
0.00375827755205189,0.00445920978655401,0.00406171870253218,0.00373051237585628,0.00396485707528206,0.00481170559621491,0.00414077660421564,0.00395911754157645,0.00320107205415578,0.00487414600434143,0.00421857409471154,0.0044135379634646,0.00439529587537708,0.00375913994312083,0.00644905782094416,0.00369711101907428,0.0037097835769531,0.00383704085116226,0.00548175864661259,0.0032677598553703,0.004607185847561
0.00359129765028242,0.00426545138520863,0.00390921095164672,0.00351389318610132,0.00377053494764303,0.00482948671402135,0.00385102886843367,0.00375741115078408,0.0032712262150847,0.00497580190811607,0.00433802294316832,0.00416017259531026,0.00419181343209875,0.00369716731438648,0.00605867279871216,0.00370998680181073,0.00352437250668419,0.00368078637805685,0.0053048602817954,0.0031355329113436,0.00452203254112601
0.00364943357405605,0.00449625960307181,0.00390013595187706,0.00364025027511211,0.00395655783595456,0.00483563504943132,0.00410510399042359,0.00361194427464592,0.00311908109172259,0.0049204629579281,0.00432101247886204,0.00441787054783256,0.00444578856136833,0.00359702334638875,0.00589591578787223,0.00355883111445604,0.00343213588365493,0.0037294665849121,0.00504481333963249,0.0032373135072542,0.00470557979260149
0.00363127354114901,0.00411728166256442,0.00391030750942738,0.00353337041191396,0.00381955367661499,0.00473383572679302,0.00392477540740984,0.00367277080592321,0.0031499041258703,0.00485019508009732,0.00420149726576353,0.00416089389420886,0.00411327116684079,0.00351610754853219,0.00602363944819051,0.00341257298616166,0.00346380985657082,0.00368884982404104,0.00508020742704871,0.0030287470632453,0.00434404932746398
0.00340187094635975,0.00410384150133557,0.00378137087995996,0.0032986341273798,0.00374188694649844,0.0047423154015647,0.00375769068626601,0.0033863577416849,0.00344106872742388,0.00496635846923391,0.0041694267581352,0.0040140857454975,0.0040961846189018,0.00330884118402068,0.00603886162713197,0.00339501957271043,0.00312104353490092,0.00350499801536328,0.00503884143524789,0.00293094980703215,0.00465191562232977
